mesto,ocena,ime,kategorija,objave,vpisani,ogledi
516,A-,Coisa de Nerd,tech,1871,9.88,2722900911
517,B-,Yookita - Nursery Rhymes,education,14,9.88,628944
518,B+,Deji,music,1708,9.86,3694054220
519,A,ARY Digital,entertainment,21755,9.85,5365494922
520,A,Wesley Safadão,music,293,9.83,4775444788
521,B+,Primitive Technology,people,49,9.83,783590434
522,A-,Matt Stonie,entertainment,345,9.83,1784165170
523,A,Zé Neto e Cristiano,music,115,9.8,5809300577
524,A,The Lallantop,news,10317,9.78,2291103285
525,B,Ray,comedy,808,9.77,3007308370
526,A-,Ya - Alisa,entertainment,67,9.77,1295033475
527,A-,Conor Maynard,music,263,9.76,1856077261
528,A-,Adexe &amp; Nau,music,222,9.74,3331148397
529,A,Little Baby Bum en Español,education,621,9.73,5135847865
530,B+,Tati,howto,1619,9.73,1327060629
531,A-,DrakeVEVO,music,38,9.71,5758913898
532,A-,Henrique e Juliano,music,180,9.68,6588818132
533,B+,Ranz Kyle,entertainment,272,9.67,887821618
534,A,YtCrash,education,1311,9.66,2225921277
535,B+,Juliana Baltar,entertainment,631,9.63,1925878484
536,A,Zee News,news,103656,9.63,2547763589
537,A-,DaniRep | +6 Vídeos Diarios De GT…,games,8971,9.6,4817064712
538,B+,Rooster Teeth,film,8252,9.58,5943139548
539,B,Avril Lavigne,music,118,9.58,234713357
540,A,POPS Kids,music,7318,9.57,9237147754
541,B-,ToyScouter,entertainment,325,9.56,686076105
542,A-,Marques Brownlee,tech,1159,9.56,1529004755
543,A,Chad Wild Clay,entertainment,344,9.55,2395712363
544,B,P!NK,music,10,9.54,40754109
545,A+,Nick Jr.,film,3036,9.53,7744486503
546,A,Aditya Movies,film,3984,9.52,3089820012
547,B,CNCO,music,100,9.51,62086974
548,A-,Pina Records,music,318,9.51,5570145469
549,A-,RobleisIUTU,games,461,9.49,1856576792
550,B+,HellomaphieMX,howto,268,9.48,978988680
551,B,Rayito,comedy,391,9.47,890326012
552,A,حِرف إبداعية في 5 د�…,,2404,9.45,2104166609
553,B+,Joey Graceffa,people,1983,9.45,2017096365
554,A,Alan Becker,film,91,9.43,1295100873
555,A,Мирошка ТВ,,11,9.44,2009555633
556,A,★ Kids Roma Show,entertainment,464,9.43,2387172408
557,B+,YOLO,comedy,91,9.42,523757621
558,A,Linus Tech Tips,tech,4759,9.42,3023549532
559,B+,Migos ATL,music,67,9.41,2178641907
560,A-,Jorge &amp; Mateus Oficial,music,240,9.4,4654156781
561,A-,It's Mamix,people,121,9.37,804064784
562,B,Dehati India N Masti,entertainment,68,9.36,839482891
563,B+,luisitorey,entertainment,628,9.36,1701039278
564,B+,How It Should Have Ended,film,358,9.35,2489434667
565,A-,dangmattsmith,comedy,593,9.33,1408648390
566,A-,stampylonghead,games,3476,9.3,7152929552
567,A,Stubborn Facts,education,266,9.3,433568208
568,B+,luzugames,games,2500,9.29,1588161013
569,A,LadyGagaVEVO,music,145,9.28,7834048439
570,B+,Viih Tube,people,512,9.28,762393363
571,B+,LA DIVAZA,entertainment,129,9.27,631044979
572,A-,Just For Laughs Gags,comedy,4319,9.26,5292038977
573,A-,Tanner Fox,film,1144,9.24,1845993914
574,A,Indosiar,entertainment,33548,9.24,5176959225
575,A-,Johny FamilyShow,,215,9.23,3296098504
576,A,Green Gold,film,712,9.22,4095503064
577,A,Cut,entertainment,1130,9.21,3212364935
578,A-,DALLMYD,sports,497,9.21,921106642
579,A,infobells - Telugu,education,274,9.18,4336090754
580,A,ThaiCh8 : ช่อง 8,entertainment,48203,9.17,5749750818
581,B+,Craftingeek*,howto,688,9.16,1011681085
582,A,FunFun Toy Doll TV,entertainment,662,9.16,3626127307
583,A,LetsGoMartin - Nursery Rhymes,entertainment,254,9.15,2711383399
584,A,Трум Трум,howto,1048,9.13,3040551203
585,A-,NEXT9NEWS हर खबर आप …,entertainment,81630,9.13,3790668976
586,A-,T3ddy,comedy,1407,9.13,1337027637
587,A-,PlayStation,games,11822,9.12,2395941006
588,B+,Karina Garcia,howto,363,9.11,1456809955
589,B,Pautips,howto,500,9.08,674218024
590,A-,Chill Nation,music,1215,9.08,2663793475
591,B+,LaurDIY,howto,664,9.06,1194300796
592,A,Official Pink Panther,film,508,9.06,4456277145
593,B+,Niki and Gabi,howto,432,9.06,1125062782
594,A+,BabyBus - Kids Songs &amp; Nursery Rhy…,education,1291,9.07,5430550271
595,A,RomeoSantosVEVO,music,161,9.05,8820223315
596,B,InfantiLandia,entertainment,566,9.03,806522392
597,A,toyorbabytv,music,528,9.04,5443043887
598,D-,El Rincón De Giorgio,entertainment,748,9.03,1417996197
599,B+,Área Secreta,people,986,9.03,1179685124
600,A,Saturday Night Live,entertainment,6965,9.01,7455189877
601,A,Telemundo,entertainment,16129,9.02,4992463767
602,B+,Doc Tops,entertainment,189,8.98,1327704417
603,A,melanie martinez,music,73,8.97,1655818624
604,A+,shfa2 - شفا,,285,8.96,2933392285
605,D-,RedeTV,entertainment,24090,8.94,5518886774
606,B+,Red Bull,sports,5724,8.94,2180312236
607,A,Robin Hood Gamer,games,2603,8.94,2104229507
608,B,Jen Smith,people,1886,8.93,2963115431
609,B-,Jessie J,music,89,8.93,82435146
610,A,Masha y el Oso,film,313,8.93,3055452598
611,A-,Annoying Orange,entertainment,1334,8.91,6186193787
612,B,Michelle Phan,howto,254,8.91,1049174991
613,B+,HelloMaphie,howto,475,8.91,1841688877
614,B+,RocketJump,film,338,8.91,1819871205
615,B+,Dalas Review,entertainment,896,8.91,1966526506
616,C+,DJ Khaled,people,14,8.91,3402485
617,A-,Health Time,people,436,8.9,552728042
618,A,SriBalajiMovies,entertainment,19311,8.9,5579455189
619,B+,Mark Rober,tech,75,8.87,955115683
620,B+,AsapSCIENCE,tech,321,8.85,1288721328
621,B+,Haryanvi Maina,music,1642,8.85,363402007
622,B,Lana Del Rey,music,22,8.85,710226757
623,A,Masha e o Urso,film,328,8.84,2750589721
624,A-,Ei Nerd,entertainment,2331,8.85,1458205018
625,A-,Talking Angela,entertainment,131,8.85,1835084005
626,A-,Diana Roma Show,entertainment,44,8.82,314652921
627,B+,ZarcortGame,entertainment,274,8.8,1841595022
628,A-,Typical Gamer,games,2976,8.79,2288590734
629,A-,Eh Bee Family,people,754,8.79,2307165434
630,A-,Jason Vlogs,education,336,8.79,2491737010
631,A,Family Fun Pack,entertainment,1583,8.78,12378507795
632,A-,Toys Make Me Smile,entertainment,92,8.78,2911348864
633,B,YosStoP,entertainment,588,8.78,872095400
634,A,Team Films Bhojpuri,music,18777,8.78,3768664750
635,B+,Wismichu,entertainment,352,8.77,1295163190
636,A-,Tekashi 6ix9ine,,3,8.76,1731725439
637,A-,Jazzghost,games,3765,8.75,2044771362
638,B,Funny Stop Motion videos,education,2519,8.74,4279393448
639,A,Pop Chartbusters,music,1992,8.74,4248315739
640,A,Kluna Tik,entertainment,227,8.73,3507117736
641,A-,CinemaSins,film,780,8.7,2879182774
642,A-,Comedy Central,comedy,4895,8.7,4083249348
643,A-,ATHLEAN-X™,howto,1060,8.67,1288414130
644,A,NMF News,news,57933,8.67,3145443591
645,A-,Luan Santana,music,312,8.66,2913040823
646,B+,Colleen Ballinger,entertainment,973,8.65,1576143364
647,B+,Programa Pânico,entertainment,3380,8.63,3109411724
648,A,Gusttavo Lima Oficial,music,257,8.62,4833813489
649,A-,SBT Online,sports,23689,8.61,2393419947
650,A,The Shiny Peanut,travel,924,8.6,1507736668
651,B+,Online Job,,1309,8.61,318967416
652,A,Gallina Pintadita,music,41,8.59,6090215804
653,A+,infobells - Tamil,education,286,8.58,3858175433
654,A,Saad Lamjarred | سعد لمجرد,music,134,8.57,2167786005
655,A-,SAAIHALILINTAR,entertainment,239,8.57,669127618
656,B+,Tomorrowland,entertainment,1331,8.57,1377573101
657,A-,OficialHungria,music,40,8.56,2044043227
658,A-,MeghanTrainorVEVO,music,63,8.56,5850027233
659,D-,Toy Freaks,entertainment,492,8.54,6933735324
660,B+,colinfurze,autos,269,8.53,958153105
661,B,grav3yardgirl,howto,1561,8.53,1589935280
662,A-,emma chamberlain,entertainment,209,8.5,908515508
663,A,Dave and Ava - Nursery Rhymes and …,education,447,8.5,4164289568
664,A-,Proximity,entertainment,1436,8.49,3656689705
665,B+,Tauz,music,161,8.48,1899878930
666,B,DCTC Toy Channel,entertainment,2090,8.47,4614016405
667,B,Shane Dawson TV,comedy,204,8.47,1100820687
668,A-,Safiya Nygaard,people,145,8.46,1128722513
669,B+,50 Cent,music,397,8.45,906984210
670,B+,CarryMinati,comedy,160,8.43,783481171
671,A-,Mis Pastelitos,howto,368,8.43,983523552
672,A,SonyMusicSouthVEVO,music,3772,8.41,6225210131
673,A-,Mo Vlogs,people,1520,8.4,2137657208
674,A,MK MUSIC,music,3250,8.36,3669821749
675,B+,Lizbeth Rodriguez,,130,8.36,473740508
676,B,Lil Wayne,music,117,8.35,311549449
677,B+,Niana Guerrero,entertainment,166,8.34,535336443
678,C+,Justin Timberlake,music,14,8.32,22599004
679,A-,Clean Bandit,music,94,8.32,5218037865
680,A-,Awakening Music,music,587,8.32,3336246759
681,B+,Neha Kakkar,music,82,8.31,717687162
682,A,michaeljacksonVEVO,music,98,8.31,7193308840
683,A,Маша та Ведмідь,entertainment,528,8.3,3313122009
684,A-,Lucas Rangel,comedy,583,8.3,1188622691
685,B+,Miniminter,games,1664,8.26,2945089995
686,B+,Caracol Raivoso,comedy,99,8.25,447838558
687,B,OneRepublic,music,49,8.23,54928440
688,B+,FROST,games,1587,8.23,3133996336
689,A-,Wylsacom,tech,2108,8.22,1739427835
690,A-,FC Barcelona,sports,8220,8.23,1042433932
691,B+,AlishaMarie,howto,306,8.22,1105111346
692,A-,FIFATV,sports,8131,8.22,2492984078
693,A,Ch7HD,entertainment,20095,8.22,4877402384
694,A,はじめしゃちょー（hajime�…,entertainment,2020,8.21,6701748548
695,B+,TheBrainDit,games,6865,8.2,2829257341
696,B+,PlaticaPolinesia,comedy,14,8.21,202779077
697,A-,Piuzinho,games,395,8.2,585494770
698,B+,Natalies Outlet,entertainment,336,8.19,1281269003
699,A-,Sonotek Haryanvi,music,3016,8.18,576088413
700,A-,Coke Studio,music,394,8.16,1847232448
701,A-,LipaoGamer,games,8116,8.15,2061186359
702,A-,littlemixVEVO,music,148,8.13,4631814163
703,A-,TrapMusicHDTV,music,641,8.14,2254354597
704,A-,The X Factor UK,entertainment,4512,8.12,6016210158
705,B+,Kika Nieto,howto,311,8.12,769807718
706,A-,My Mate Nate,entertainment,837,8.12,1582294591
707,A-,Muselk,games,1577,8.11,2879467108
708,B+,Google,tech,2306,8.11,2597869562
709,A,La Rosa de Guadalupe,entertainment,2280,8.11,3419333003
710,A,HaerteTest,tech,374,8.11,1190722710
711,A-,Lokdhun Punjabi,music,1380,8.09,2490694560
712,B-,ToyTocToc,entertainment,495,8.09,2106682327
713,A,SuperMarioLogan,entertainment,534,8.08,4961935533
714,B+,freekickerz,sports,1327,8.08,2060731398
715,A,LEGO,entertainment,21083,8.08,9834407941
716,B,Yippee Toys,entertainment,1846,8.07,3437841114
717,A-,NTN Vlogs,entertainment,319,8.06,1670113906
718,B,ThatcherJoe,comedy,301,8.06,1299370360
719,B,Karol Sevilla,entertainment,242,8.03,711483859
720,A+,Raffy Tulfo in Action,news,3593,8.05,3890886387
721,B+,BRKsEDU,games,4210,8.03,1524884706
722,B,Liza Koshy Too,comedy,74,8.02,601274289
724,B+,The Film Theorists,film,208,8.02,1193530418
725,A-,UnspeakableGaming,games,2141,8.02,2850385816
726,B+,Afreim,games,2740,8.0,1159469893
727,A,ครูนกเล็ก,entertainment,2268,7.99,5920262419
728,A-,GIMS,music,53,7.99,1039644392
729,A-,Animal Family,,80,7.98,1193060582
730,B+,HoomanTV,entertainment,63,7.98,1379717303
731,A-,Fortnite,games,341,7.95,913393006
732,A-,Raditya Dika,people,1023,7.94,1135002563
733,A-,SAS-ASMR,entertainment,798,7.93,1738868830
734,B+,GoPro,sports,2111,7.93,2246794635
735,A,Voot Kids,people,1349,7.94,2531438602
736,A-,Denis,games,2053,7.92,3070149783
737,A-,So Yummy,,283,7.91,1961252835
738,A-,EllieGouldingVEVO,music,101,7.91,5108774482
739,A-,Totoykids Español,,368,7.9,2960293941
740,A-,Toys Unlimited,film,1305,7.89,4886543311
741,B+,TsMadaan,howto,1592,7.87,848911640
742,A-,Warner Bros. Pictures,entertainment,2401,7.85,4484891962
743,A-,Baim Paula,entertainment,336,7.88,750645207
744,A-,BERTH OH!,entertainment,384,7.84,850767046
745,B+,Dobre Brothers,people,239,7.84,1434651998
746,A,Little Angel: Nursery Rhymes &amp; Kid…,film,916,7.82,4246901669
747,A-,The Q,people,159,7.81,2256305892
748,A-,Gameplayrj,entertainment,14905,7.81,2932235958
749,A,GMM25Thailand,entertainment,22577,7.8,5170596068
750,B,Matheus e Kauan,music,51,7.8,156367904
751,B+,DARK SECRETS,,110,7.79,557651066
752,A-,Facts Verse,entertainment,2331,7.79,2393358175
753,A-,NishaMadhulika,howto,1464,7.78,1457170461
754,A-,welovekamikaze,entertainment,1868,7.78,3693652786
755,D-,핑크퐁 (인기 동요・동화),education,1584,7.79,3893356941
756,B+,Mussoumano,music,317,7.78,969931355
757,A-,Emiway Bantai,music,104,7.78,900350414
758,A,HikakinTV,entertainment,2650,7.78,6430475420
759,A,Masha and The Bear,entertainment,404,7.78,3486514629
760,A-,EverythingApplePro,tech,1650,7.77,1869332402
761,A-,Rebecca Zamolo,entertainment,635,7.77,1668248920
762,B,Wolfie,comedy,344,7.76,1103679136
763,B+,Canal Top10,entertainment,270,7.76,794398203
764,B+,iDubbbzTV,comedy,268,7.76,1223181342
765,B,Simone e Simaria,music,185,7.74,701132553
766,B+,Kim RosaCuca,howto,820,7.74,738243503
767,A,Barbie,entertainment,3097,7.74,3856080324
768,A,CNN,news,146675,7.74,5391972735
769,B+,Mari Maria,entertainment,599,7.73,547713978
770,A-,JD Pantoja,,13,7.73,647789176
771,A-,Daftar Populer,news,1725,7.73,1114952067
772,A-,Videogyan - Nursery Rhymes &amp; Baby …,education,652,7.72,5700066058
773,D-,The Voice,entertainment,1247,7.72,1200760055
774,A-,Clubinho da Laura,entertainment,733,7.72,1667395068
775,B-,Marzia,people,6,7.71,21362969
776,A-,Izabela Stress,howto,735,7.71,2435673189
777,B+,aLexBY11,games,3489,7.72,1270128505
778,A-,办公室小野官方频道 Ms Yea…,entertainment,151,7.72,1756243420
779,A-,UFC - Ultimate Fighting Championsh…,sports,8327,7.71,2303505914
780,A,Power Vision,entertainment,980,7.7,2510322770
781,B,Tyga,music,141,7.69,128903171
782,A-,rsfriends,music,3119,7.69,5397391603
783,B+,QPark,entertainment,280,7.68,705920424
784,A,ولاية بطيخ | Melon City S…,comedy,935,7.68,2644600699
785,A,Tom Slime,,722,7.66,2347494223
786,A,infobells,education,345,7.67,2423576936
787,C+,Halsey,music,12,7.66,2189773
788,A-,O Que Não Dizer Oficial,entertainment,250,7.65,653113956
789,A,And TV,entertainment,20075,7.65,5406349146
790,A-,Kuplinov ► Play,games,5355,7.64,2982050799
791,A-,Lulu99,entertainment,229,7.64,861741137
792,A-,The Noite com Danilo Gentili,entertainment,6866,7.63,2076283025
793,A-,Howcast,howto,22386,7.62,3808433034
794,A,Ultra Movie Parlour,entertainment,1099,7.59,2156302115
795,B-,Rae Sremmurd,entertainment,38,7.58,19672245
796,A-,DuDuPopTOY,education,1133,7.58,3828214616
797,B+,Bad Lip Reading,comedy,94,7.58,1173638443
798,B+,Luan Palomera,entertainment,644,7.57,1013196604
799,A,GMA Public Affairs,entertainment,21451,7.58,4607984022
800,A-,Anaysa,howto,319,7.57,1060381274
801,A-,TheTalko,entertainment,2460,7.55,2959549733
802,A-,Desimpedidos,sports,2195,7.55,1688881797
803,B+,هل تعلم؟,entertainment,1340,7.55,922789888
805,A,Diana Bebe,entertainment,96,7.55,1772425134
806,D-,emimusic,music,302,7.54,248823564
807,A-,KSIOlajidebtHD,games,885,7.53,1219018749
808,A-,AwesomenessTV,entertainment,6231,7.53,2932322667
809,A-,CJ SO COOL,comedy,889,7.52,1689742908
810,B,TeamYouTube [Help],howto,116,7.51,69461125
811,A,Sony PAL,entertainment,11009,7.5,3670962812
812,B+,AWE me,tech,394,7.49,846244056
813,A,Stone Music Entertainment,music,5667,7.49,5287466083
814,B+,Smosh Games,games,2372,7.48,2341396833
815,A,ABS-CBN News,news,109654,7.47,5086290658
816,A,PinkVEVO,music,149,7.46,5012137867
817,B+,BIBI,games,2508,7.46,876661702
818,A-,Sab kuchh sikho jano,howto,1096,7.47,576464402
819,A-,First We Feast,howto,490,7.44,1176778778
820,B+,Monstercat: Uncaged,music,1473,7.44,2471823661
821,A-,Macklemore LLC,music,130,7.44,3611712841
822,A-,Simply Nailogical,entertainment,433,7.44,1477741857
823,A,Jass Records,music,3031,7.43,2493042771
824,B,Tyler Oakley,entertainment,592,7.4,680514457
825,A,BBC,entertainment,11728,7.41,5975106162
826,B+,KendrickLamarVEVO,music,55,7.41,2572996547
827,A,شبكة العاب العرب | A…,games,2942,7.39,1733630364
828,A,Team Coco,comedy,8003,7.38,6139294752
829,B+,Sofia Castro,entertainment,122,7.37,496856532
830,B-,Future,music,26,7.37,32465993
831,A-,GoldminesAction,film,154,7.37,777612733
832,B+,Franciny Ehlke,people,506,7.36,542053425
833,B+,SmarterEveryDay,tech,312,7.35,658980203
834,B+,sTaXxCraft,games,2109,7.35,1719128727
835,A,TRANS TV Official,entertainment,36848,7.34,3713885825
836,B+,Fran Nina e Bel para meninas,entertainment,1329,7.34,1981360807
837,A-,Cris Devil Gamer,games,806,7.35,1771490660
838,A-,Stephen Sharer,entertainment,564,7.33,2926878636
839,B+,Big Marvel,music,355,7.32,936966821
840,A-,LastWeekTonight,entertainment,289,7.32,2192128905
841,B+,Bratayley,people,2608,7.31,3706136365
842,A,Lil Nas X,,5,7.29,586713364
843,A,JP Plays,games,2539,7.29,2394781136
844,B+,متع عقلك,entertainment,1516,7.28,1250624176
845,D-,Caspar,entertainment,380,7.27,946899262
846,B+,FaZe Clan,entertainment,1610,7.27,835104138
847,A,MBCkpop,music,35199,7.25,5071609077
848,B+,the Hacksmith,tech,609,7.25,591444674
849,B+,DemolitionRanch,sports,372,7.24,1086012556
850,B+,YOGSCAST Lewis &amp; Simon,games,4854,7.24,4098119468
851,A,AMARIN TVHD,news,89274,7.24,5573687426
852,B,Alena Kids Toys,education,7,7.24,452496406
853,A,POPS MUSIC,music,24871,7.24,6566900767
854,A-,Muca Muriçoca,entertainment,653,7.23,813129486
855,B+,Blu Toys Club Surprise,entertainment,2418,7.23,8872900196
856,A,Pen Movies,film,511,7.22,1709462038
857,B+,Isaac do VINE,people,405,7.22,709335446
858,A,5-Minute Crafts FAMILY,people,898,7.22,1446882274
859,A,Webs &amp; Tiaras - Toy Monster Compil…,entertainment,62,7.2,6727576995
860,A-,FutParódias,sports,312,7.21,2011240594
861,A-,JenniferLopezVEVO,music,101,7.2,6574099632
862,A,Barcroft TV,news,2398,7.19,5149044436
863,A-,Haschak Sisters,entertainment,243,7.18,3697399980
864,A-,Arif muhammad,comedy,117,7.19,1023653505
865,A-,Patty Mayo,people,157,7.17,672626416
866,A-,Clash Royale,games,374,7.17,760035630
867,A,T-Series Regional,music,15457,7.16,2921242627
868,A,Mohamed Ramadan I محمد رمض�…,music,315,7.17,2185786159
870,A,BabyBus - Canciones Infantiles &amp; C…,,492,7.16,2521975831
871,B+,Liova and Toys,,14,7.14,783275312
872,B+,Los Juguetes de Titi,entertainment,1371,7.14,2933564489
873,B+,Amara Que Linda,people,120,7.14,421064093
874,B,Epic Meal Time,comedy,841,7.13,1038597482
875,A,Kinder Spielzeug Kanal,entertainment,547,7.14,2580748493
876,A-,I AM WILDCAT,games,1233,7.13,1693666653
877,B+,DETONA FUNK,music,5762,7.12,1853821662
878,B+,Bhad Bhabie,music,119,7.1,985789676
879,B,Troye Sivan,people,140,7.1,264710145
880,C,Iggy Azalea,,1,7.09,112644
881,A-,Bebe Rexha,music,77,7.09,2446775951
882,A-,Shemaroo Movies,film,673,7.08,1822943043
883,A-,AvrilLavigneVEVO,music,94,7.07,3876286233
884,A,Goldmines Hindi,film,444,7.05,2177539188
885,A,Аид [VyacheslavOO],games,1850,7.05,2641907623
886,A,Maymo,animals,335,7.04,2685225891
887,B+,Domics,comedy,184,7.04,976375066
888,A-,DOPE or NOPE,comedy,827,7.03,1760931083
889,A-,Flavia Calina,people,1609,7.02,2324424991
890,A-,LMFAOVEVO,music,28,7.02,3674954139
